总价,单价,小区名称,所在区域,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,房源核验码,用水类型,用电类型,燃气价格,别墅类型,区,板块,楼层位置,总楼层数,室数,厅数,厨数,卫数,人均面积,楼层密度,厅室比,卫室比,总房间数,单价等级,面积等级,区域均价,区域中位价,区域价格标准差,区域房源数,相对价格指数
166万,20114元/平米,横港新家园,海曙区 集士港,3室1厅1厨1卫,高楼层 (共6层),82.53㎡,平层,,板楼,南,钢混结构,毛坯,一梯两户,无,2020-08-28,拆迁安置房,2020-04-10,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,202008283302030069,,,,,海曙区,集士港,高楼层,6,3,1,1,1,20.6325,11.790000000000001,0.25,0.25,5,2,1,2048187.9432624113,1840000.0,968698.6620355729,564,0.8104721029085855
270万,18159元/平米,小城春秋,鄞州区 姜山,5室2厅1厨1卫,高楼层 (共6层),148.69㎡,复式,,板塔结合,南,钢混结构,毛坯,一梯两户,无,2021-10-28,商品房,2007-04-16,普通住宅,暂无数据,共有,无抵押,已上传房本照片,202111143302120004,,,,,鄞州区,姜山,高楼层,6,5,2,1,1,24.781666666666666,21.24142857142857,0.3333333333333333,0.16666666666666666,8,1,3,2711766.8711656444,2500000.0,1329556.3519404833,978,0.9956604430302561
106万,16602元/平米,海悦公寓,北仑区 戚家山,4室1厅1厨2卫,高楼层 (共19层),63.85㎡,复式,,塔楼,东南,钢混结构,精装,三梯二十二户,有,2021-10-12,商品房,2019-08-07,普通住宅,暂无数据,非共有,有抵押 30万元,已上传房本照片,202108123302060006,,,,,北仑区,戚家山,高楼层,19,4,1,1,2,12.77,3.1925,0.2,0.4,7,1,1,1875364.5484949832,1800000.0,855438.6591359673,299,0.5652231378840623
100万,6223元/平米,玫瑰花园,北仑区 戚家山,4室2厅1厨2卫,低楼层 (共11层),160.72㎡,平层,160.72㎡,板楼,南,混合结构,简装,一梯三户,有,2020-09-07,商品房,2012-08-27,普通住宅,满五年,非共有,无抵押,已上传房本照片,202009093302060043,,,,,北仑区,戚家山,低楼层,11,4,2,1,2,32.144,13.393333333333333,0.4,0.4,8,0,3,1875364.5484949832,1800000.0,855438.6591359673,299,0.533229375362323
288万,18389元/平米,金谷小区,鄞州区 潘火,5室2厅1厨2卫,高楼层 (共5层),156.62㎡,复式,,板塔结合,南,钢混结构,简装,一梯两户,无,2022-05-11,商品房,2017-05-29,普通住宅,暂无数据,非共有,有抵押 248万元 客户偿还,已上传房本照片,202003303302120002,,,,,鄞州区,潘火,高楼层,5,5,2,1,2,26.103333333333335,26.103333333333335,0.3333333333333333,0.3333333333333333,9,1,3,2711766.8711656444,2500000.0,1329556.3519404833,978,1.06203780589894
166万,20114元/平米,横港新家园,海曙区 集士港,3室1厅1厨1卫,高楼层 (共6层),82.53㎡,平层,,板楼,南,钢混结构,毛坯,一梯两户,无,2020-08-28,拆迁安置房,2020-04-10,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,202008283302030069,,,,,海曙区,集士港,高楼层,6,3,1,1,1,20.6325,11.790000000000001,0.25,0.25,5,2,1,2048187.9432624113,1840000.0,968698.6620355729,564,0.8104721029085855
335万,32015元/平米,盛世天城一期,鄞州区 中河,3室2厅1厨1卫,低楼层 (共30层),104.64㎡,平层,81.45㎡,板楼,南,钢混结构,精装,两梯三户,有,2023-02-19,商品房,2015-03-26,普通住宅,满五年,共有,有抵押 农业银行 业主自还,已上传房本照片,202103013302120006,,,,,鄞州区,中河,低楼层,30,3,2,1,1,26.16,3.375483870967742,0.5,0.25,6,3,2,2711766.8711656444,2500000.0,1329556.3519404833,978,1.235356475611614
208万,16252元/平米,阳光城君望府,海曙区 横街,4室2厅1厨2卫,中楼层 (共11层),127.99㎡,平层,,板楼,南,钢混结构,毛坯,一梯两户,暂无数据,2023-02-24,商品房,2020-07-07,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,202302243302030076,,,,,海曙区,横街,中楼层,11,4,2,1,2,25.598,10.665833333333333,0.4,0.4,8,1,3,2048187.9432624113,1840000.0,968698.6620355729,564,1.0155313096685892
242万,20014元/平米,东江家园,奉化区 方桥,4室2厅1厨2卫,高楼层 (共5层),121.17㎡,跃层,,暂无数据,南,钢混结构,其他,一梯六户,无,2021-07-01,商品房,2015-09-14,普通住宅,暂无数据,共有,无抵押,已上传房本照片,202106303302830025,,,,,奉化区,方桥,高楼层,5,4,2,1,2,24.234,20.195,0.4,0.4,8,2,2,1278558.8235294118,1290000.0,384450.8928659952,68,1.896665259906171
249万,15943元/平米,新佳苑(鄞州区),鄞州区 潘火,4室2厅1厨2卫,高楼层 (共7层),156.19㎡,复式,,板楼,南,钢混结构,其他,一梯两户,无,2023-08-08,商品房,2013-11-08,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,202307313302120014,,,,,鄞州区,潘火,高楼层,7,4,2,1,2,31.238,19.52375,0.4,0.4,8,1,3,2711766.8711656444,2500000.0,1329556.3519404833,978,0.9182201863501251
575万,33940元/平米,北宸府,海曙区 段塘,4室2厅1厨3卫,低楼层 (共29层),169.42㎡,平层,,板楼,南 北,钢混结构,精装,一梯两户,暂无数据,2022-09-12,商品房,2021-01-04,普通住宅,暂无数据,共有,有抵押,已上传房本照片,202301143302030007,,,,,海曙区,段塘,低楼层,29,4,2,1,3,33.884,5.647333333333333,0.4,0.6,9,3,4,2048187.9432624113,1840000.0,968698.6620355729,564,2.807358187785763
210万,15068元/平米,红墅湾,镇海区 蛟川,4室2厅1厨1卫,高楼层 (共6层),139.37㎡,复式,,板楼,南,混合结构,毛坯,一梯两户,无,2020-06-09,商品房,2018-10-29,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,202006073302110001,,,,,镇海区,蛟川,高楼层,6,4,2,1,1,27.874000000000002,19.91,0.4,0.2,7,1,3,2173067.729083665,1990000.0,977382.160362272,251,0.966375325314963
340万,26298元/平米,东湖花园三期,鄞州区 中河,3室2厅1厨2卫,中楼层 (共33层),129.29㎡,平层,,塔楼,南,钢混结构,其他,两梯四户,有,2021-08-13,商品房,2014-08-13,普通住宅,满五年,非共有,无抵押,已上传房本照片,202108133302120074,,,,,鄞州区,中河,中楼层,33,3,2,1,2,32.3225,3.802647058823529,0.5,0.5,7,2,3,2711766.8711656444,2500000.0,1329556.3519404833,978,1.2537946319640263
478万,35264元/平米,隆兴峰景苑,鄞州区 中河,3室2厅1厨2卫,中楼层 (共28层),135.55㎡,平层,106.79㎡,板塔结合,南,钢混结构,简装,两梯两户,有,2021-09-06,商品房,2013-05-15,普通住宅,暂无数据,非共有,有抵押,已上传房本照片,202109063302120130,,,,,鄞州区,中河,中楼层,28,3,2,1,2,33.8875,4.674137931034483,0.5,0.5,7,3,3,2711766.8711656444,2500000.0,1329556.3519404833,978,1.7626877472906015
410万,25602元/平米,东湖花园三期,鄞州区 中河,3室2厅1厨1卫,高楼层 (共30层),160.07㎡,平层,127.22㎡,板楼,南,钢混结构,精装,两梯三户,有,2022-05-23,商品房,2013-05-25,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,201906103302120188,,,,,鄞州区,中河,高楼层,30,3,2,1,1,40.0175,5.163548387096774,0.5,0.25,6,2,3,2711766.8711656444,2500000.0,1329556.3519404833,978,1.5111912946436998
448万,28616元/平米,春江花城,鄞州区 中河,4室2厅1厨2卫,中楼层 (共18层),156.56㎡,平层,,板楼,南,钢混结构,精装,一梯两户,有,2021-02-27,商品房,2007-10-31,普通住宅,暂无数据,共有,无抵押,已上传房本照片,20220327330212007905008A,,,,,鄞州区,中河,中楼层,18,4,2,1,2,31.312,8.24,0.4,0.4,8,3,3,2711766.8711656444,2500000.0,1329556.3519404833,978,1.6520588091761288
380万,32041元/平米,格兰云天一期,鄞州区 中河,3室2厅1厨1卫,中楼层 (共5层),118.60㎡,平层,,板楼,南,钢混结构,精装,一梯两户,无,2021-02-26,商品房,2018-02-01,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,202103013302120129,,,,,鄞州区,中河,中楼层,5,3,2,1,1,29.65,19.766666666666666,0.5,0.25,6,3,2,2711766.8711656444,2500000.0,1329556.3519404833,978,1.4012998827833234
388万,34883元/平米,万科都心里,鄞州区 中河,3室1厅1厨2卫,高楼层 (共31层),111.23㎡,平层,84.39㎡,板楼,南,钢混结构,精装,两梯四户,有,2023-05-12,商品房,2019-05-12,普通住宅,满两年,共有,有抵押,已上传房本照片,202109023302120003,,,,,鄞州区,中河,高楼层,31,3,1,1,2,27.8075,3.4759375,0.25,0.5,6,3,2,2711766.8711656444,2500000.0,1329556.3519404833,978,1.430800932947183
500万,38456元/平米,万科都心里,鄞州区 中河,4室2厅1厨2卫,中楼层 (共18层),130.02㎡,平层,,板楼,南,钢混结构,精装,两梯两户,有,2021-05-25,商品房,2018-10-25,普通住宅,满两年,非共有,有抵押 200万元 客户偿还,已上传房本照片,202105253302120053,,,,,鄞州区,中河,中楼层,18,4,2,1,2,26.004,6.8431578947368426,0.4,0.4,8,4,3,2711766.8711656444,2500000.0,1329556.3519404833,978,1.843815635241215
265万,20712元/平米,首开龙湖春江郦城,镇海区 骆驼,4室2厅1厨2卫,高楼层 (共8层),127.95㎡,平层,,暂无数据,南,未知结构,毛坯,一梯两户,暂无数据,2023-05-28,商品房,2021-10-14,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,202310213302110008,,,,,镇海区,骆驼,高楼层,8,4,2,1,2,25.59,14.216666666666667,0.4,0.4,8,2,3,2173067.729083665,1990000.0,977382.160362272,251,1.219473624802215
410万,28335元/平米,春江花城,鄞州区 中河,3室2厅1厨2卫,中楼层 (共16层),144.70㎡,平层,,板楼,南,钢混结构,其他,一梯两户,有,2021-08-13,商品房,2020-08-13,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,202108143302120033,,,,,鄞州区,中河,中楼层,16,3,2,1,2,36.175,8.511764705882353,0.5,0.5,7,3,3,2711766.8711656444,2500000.0,1329556.3519404833,978,1.5119288208977963
210万,15068元/平米,红墅湾,镇海区 蛟川,4室2厅1厨1卫,高楼层 (共6层),139.37㎡,复式,,板楼,南,混合结构,毛坯,一梯两户,无,2020-06-09,商品房,2018-10-29,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,202006073302110001,,,,,镇海区,蛟川,高楼层,6,4,2,1,1,27.874000000000002,19.91,0.4,0.2,7,1,3,2173067.729083665,1990000.0,977382.160362272,251,0.966375325314963
165万,20288元/平米,格兰春晨,海曙区 集士港,4室2厅1厨2卫,高楼层 (共7层),81.33㎡,复式,72.76㎡,塔楼,南,钢混结构,简装,一梯两户,无,2023-03-27,商品房,2011-09-20,普通住宅,暂无数据,共有,无抵押,已上传房本照片,201904123302030057,,,,,海曙区,集士港,高楼层,7,4,2,1,2,16.266,10.16625,0.4,0.4,8,2,1,2048187.9432624113,1840000.0,968698.6620355729,564,0.8055897408428712
75万,7875元/平米,天怡湾花苑,杭州湾新区 杭州湾新区,3室2厅1厨1卫,中楼层 (共16层),95.25㎡,平层,,暂无数据,南,未知结构,毛坯,一梯四户,暂无数据,2023-09-05,商品房,2021-09-08,普通住宅,暂无数据,非共有,有抵押,已上传房本照片,20230909330282010005,,,,,杭州湾新区,杭州湾新区,中楼层,16,3,2,1,1,23.8125,5.602941176470588,0.5,0.25,6,0,2,853969.1358024691,830000.0,286526.62766007404,162,0.8782508527598929
75万,5772元/平米,谢家路名苑,余姚市 余姚周边,3室2厅1厨2卫,低楼层 (共5层),129.96㎡,平层,,板楼,南,框架结构,毛坯,一梯一户,暂无数据,2023-09-06,商品房,2017-11-27,普通住宅,满五年,非共有,有抵押,已上传房本照片,202210023302810004,,,,,余姚市,余姚周边,低楼层,5,3,2,1,2,32.49,21.66,0.5,0.5,7,0,3,1752745.7627118644,1620000.0,866516.1238370968,59,0.42789980615316825
73万,8405元/平米,绿地海湾德海苑,杭州湾新区 杭州湾新区,3室2厅1厨1卫,低楼层 (共26层),86.86㎡,暂无数据,,板楼,北 南,钢混结构,精装,两梯四户,有,2023-09-13,商品房,2021-04-27,普通住宅,暂无数据,非共有,有抵押 51万元 招商银行,已上传房本照片,20230913330282010002,,,,,杭州湾新区,杭州湾新区,低楼层,26,3,2,1,1,21.715,3.217037037037037,0.5,0.25,6,0,1,853969.1358024691,830000.0,286526.62766007404,162,0.854830830019629
193万,17896元/平米,港城花园,北仑区 新碶,3室2厅1厨1卫,中楼层 (共6层),107.85㎡,平层,,板楼,南 北,混合结构,简装,一梯两户,无,2023-09-17,商品房,2017-01-09,普通住宅,暂无数据,共有,无抵押,已上传房本照片,202302233302060042,,,,,北仑区,新碶,中楼层,6,3,2,1,1,26.9625,15.407142857142857,0.5,0.25,6,1,2,1875364.5484949832,1800000.0,855438.6591359673,299,1.0291326944492831
107万,9573元/平米,融创杭州湾壹号澜璟园,杭州湾新区 杭州湾新区,3室2厅1厨2卫,中楼层 (共8层),111.78㎡,平层,,板楼,南,钢混结构,简装,一梯两户,暂无数据,2023-09-12,商品房,2021-07-13,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,,,,,,杭州湾新区,杭州湾新区,中楼层,8,3,2,1,2,27.945,12.42,0.5,0.5,7,0,2,853969.1358024691,830000.0,286526.62766007404,162,1.2529712166041138
130万,15818元/平米,华峰公寓,北仑区 柴桥,3室2厅1厨1卫,中楼层 (共6层),82.19㎡,平层,,暂无数据,南,未知结构,精装,一梯两户,无,2023-09-17,商品房,2020-09-18,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,20230917330206003389001A,,,,,北仑区,柴桥,中楼层,6,3,2,1,1,20.5475,11.741428571428571,0.5,0.25,6,1,1,1875364.5484949832,1800000.0,855438.6591359673,299,0.6931981879710197
288万,31775元/平米,君澜上府,海曙区 白云,3室2厅1厨1卫,中楼层 (共11层),90.64㎡,平层,74.95㎡,板楼,南,钢混结构,毛坯,一梯两户,有,2023-09-16,商品房,2013-12-26,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,202309163302030022,,,,,海曙区,白云,中楼层,11,3,2,1,1,22.66,7.553333333333334,0.5,0.25,6,3,1,2048187.9432624113,1840000.0,968698.6620355729,564,1.4061202749257387
265万,19181元/平米,太平洋花园广场C区二期,北仑区 新碶,3室2厅1厨2卫,高楼层 (共9层),138.16㎡,平层,,塔楼,南 北,钢混结构,精装,一梯两户,有,2023-09-16,商品房,2006-05-17,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,202111243302060019,,,,,北仑区,新碶,高楼层,9,3,2,1,2,34.54,13.815999999999999,0.5,0.5,7,1,3,1875364.5484949832,1800000.0,855438.6591359673,299,1.4130578447101556
175万,17550元/平米,北城春色,江北区 洪塘,3室1厅1厨1卫,中楼层 (共18层),99.72㎡,平层,,板楼,南,钢混结构,简装,两梯三户,有,2023-09-16,商品房,2019-04-25,普通住宅,满两年,非共有,无抵押,已上传房本照片,202208263302050010,,,,,江北区,洪塘,中楼层,18,3,1,1,1,24.93,5.248421052631579,0.25,0.25,5,1,2,2374983.935742972,2080000.0,1266402.7666910856,249,0.7368467789681131
185万,20883元/平米,奥园誉景湾花苑,北仑区 小港,3室2厅1厨1卫,中楼层 (共24层),88.59㎡,平层,68.14㎡,板塔结合,南,钢混结构,精装,一梯两户,暂无数据,2023-09-23,商品房,2020-09-27,普通住宅,暂无数据,非共有,有抵押,已上传房本照片,202309253302060006,,,,,北仑区,小港,中楼层,24,3,2,1,1,22.1475,3.5436,0.5,0.25,6,2,1,1875364.5484949832,1800000.0,855438.6591359673,299,0.9864743444202974
125万,8941元/平米,汀香苑,杭州湾新区 杭州湾新区,3室2厅1厨2卫,低楼层 (共33层),139.82㎡,平层,,板楼,南,钢混结构,精装,两梯两户,有,2023-09-19,商品房,2021-07-09,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,20230919330282010013,,,,,杭州湾新区,杭州湾新区,低楼层,33,3,2,1,2,34.955,4.1123529411764705,0.5,0.5,7,0,3,853969.1358024691,830000.0,286526.62766007404,162,1.4637514212664882
107万,10051元/平米,珑澜苑,杭州湾新区 杭州湾新区,3室2厅1厨2卫,低楼层 (共27层),106.46㎡,平层,84.71㎡,暂无数据,南,未知结构,精装,一梯四户,暂无数据,2023-09-21,商品房,2021-03-25,普通住宅,暂无数据,非共有,有抵押 60万元 工商 业主自还,已上传房本照片,20230925330282010003,,,,,杭州湾新区,杭州湾新区,低楼层,27,3,2,1,2,26.615,3.802142857142857,0.5,0.5,7,0,2,853969.1358024691,830000.0,286526.62766007404,162,1.2529712166041138
120万,8457元/平米,观澜苑,杭州湾新区 杭州湾新区,3室2厅1厨2卫,高楼层 (共33层),141.90㎡,平层,,板楼,南,钢混结构,毛坯,两梯四户,有,2023-09-19,商品房,2017-09-14,普通住宅,满五年,非共有,无抵押,已上传房本照片,20230922330282010012,,,,,杭州湾新区,杭州湾新区,高楼层,33,3,2,1,2,35.475,4.173529411764706,0.5,0.5,7,0,3,853969.1358024691,830000.0,286526.62766007404,162,1.4052013644158285
205万,14788元/平米,时代望府,奉化区 奉化区,4室2厅1厨2卫,高楼层 (共18层),138.63㎡,平层,,板楼,南,框架结构,毛坯,两梯两户,有,2023-09-28,商品房,2020-05-15,普通住宅,暂无数据,共有,有抵押,已上传房本照片,202309283302830010,,,,,奉化区,奉化区,高楼层,18,4,2,1,2,27.726,7.296315789473684,0.4,0.4,8,1,3,1278558.8235294118,1290000.0,384450.8928659952,68,1.603366508374289
309万,24589元/平米,蔚蓝水岸,鄞州区 下应,3室2厅1厨2卫,中楼层 (共11层),125.67㎡,平层,104.01㎡,板楼,南,钢混结构,精装,一梯两户,有,2023-09-19,商品房,2011-01-10,普通住宅,满五年,非共有,无抵押,已上传房本照片,202309213302120032,,,,,鄞州区,下应,中楼层,11,3,2,1,2,31.4175,10.4725,0.5,0.5,7,2,2,2711766.8711656444,2500000.0,1329556.3519404833,978,1.1394780625790708
89万,20032元/平米,海悦公寓,北仑区 戚家山,4室1厅3厨3卫,高楼层 (共19层),44.43㎡,复式,,塔楼,西北 北,钢混结构,简装,三梯二十二户,有,2023-09-15,商品房,2020-09-10,普通住宅,暂无数据,非共有,有抵押 50万元,已上传房本照片,202208253302060016,,,,,北仑区,戚家山,高楼层,19,4,1,3,3,8.886,2.2215,0.2,0.6,8,2,0,1875364.5484949832,1800000.0,855438.6591359673,299,0.4745741440724674
225万,25416元/平米,明湖湾雅苑,鄞州区 邱隘,3室2厅1厨1卫,中楼层 (共18层),88.53㎡,平层,,板塔结合,南,钢混结构,精装,两梯三户,有,2023-09-26,商品房,2017-09-30,普通住宅,满五年,共有,有抵押 45万元 业主自还,已上传房本照片,202309263302120085,,,,,鄞州区,邱隘,中楼层,18,3,2,1,1,22.1325,4.659473684210527,0.5,0.25,6,2,1,2711766.8711656444,2500000.0,1329556.3519404833,978,0.8297170358585467
300万,29956元/平米,浅水湾城市花园,鄞州区 东部新城,2室1厅1厨1卫,中楼层 (共6层),100.15㎡,平层,100.15㎡,板楼,南,钢混结构,精装,一梯两户,无,2023-09-17,商品房,2004-04-17,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,5463896346489634896489,,,,,鄞州区,东部新城,中楼层,6,2,1,1,1,33.38333333333333,14.307142857142859,0.3333333333333333,0.3333333333333333,4,3,2,2711766.8711656444,2500000.0,1329556.3519404833,978,1.106289381144729
465万,38890元/平米,广德里,鄞州区 长丰,3室2厅1厨2卫,低楼层 (共18层),119.57㎡,平层,,板楼,南 北,钢混结构,精装,两梯两户,有,2023-09-26,商品房,2021-06-25,普通住宅,暂无数据,共有,有抵押 390,已上传房本照片,202212313302120021,,,,,鄞州区,长丰,低楼层,18,3,2,1,2,29.8925,6.293157894736842,0.5,0.5,7,4,2,2711766.8711656444,2500000.0,1329556.3519404833,978,1.71474854077433
418万,32826元/平米,咏柳苑(杨柳郡二期）,鄞州区 邱隘,4室2厅1厨2卫,高楼层 (共18层),127.34㎡,平层,,板楼,南,钢混结构,精装,两梯两户,有,2023-09-29,商品房,2020-09-17,普通住宅,暂无数据,非共有,有抵押 160,已上传房本照片,202202283302120141,,,,,鄞州区,邱隘,高楼层,18,4,2,1,2,25.468,6.702105263157895,0.4,0.4,8,3,3,2711766.8711656444,2500000.0,1329556.3519404833,978,1.5414298710616559
