总价,单价,小区名称,所在区域,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,房源核验码,用水类型,用电类型,燃气价格,别墅类型 
115万,12442元/平米,和美城,鄞州区 新明 ,3室2厅1厨1卫,高楼层 (共34层),92.43㎡,平层,92.43㎡,板楼,东南,钢混结构,精装,三梯十二户,有,2023-05-22,商品房,2015-01-20,商住两用,暂无数据,非共有,无抵押,已上传房本照片,202103173302120097,商水,民电,2.95元/m3,None
405万,33156元/平米,新外滩1号,鄞州区 长丰 ,3室2厅1厨2卫,高楼层 (共29层),122.15㎡,平层,96.68㎡,板楼,南 西南,钢混结构,精装,两梯四户,有,2022-12-24,商品房,2016-02-25,普通住宅,暂无数据,共有,无抵押,已上传房本照片,202011243302120029,None,None,None,None
242万,23862元/平米,海创家园锦园,鄞州区 下应 ,3室2厅1厨1卫,中楼层 (共27层),101.42㎡,平层,77.9㎡,板楼,南,钢混结构,精装,两梯四户,有,2023-04-12,商品房,2016-03-13,普通住宅,满五年,共有,无抵押,已上传房本照片,202203153302120086,None,None,None,None
188万,21740元/平米,恒威君尚城,海曙区 高桥 ,3室2厅1厨1卫,高楼层 (共22层),86.48㎡,平层,暂无数据,塔楼,南,钢混结构,精装,两梯四户,有,2023-01-16,商品房,2019-03-30,普通住宅,暂无数据,共有,有抵押 140万元 客户偿还,已上传房本照片,202108233302030047,None,None,None,None
180.5万,20103元/平米,梅江南苑小区,鄞州区 高新区 ,3室2厅1厨1卫,低楼层 (共6层),89.75㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,一梯两户,无,2023-05-08,商品房,2009-05-08,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,202303193302120077,None,None,None,None
96万,8955元/平米,珑澜苑,杭州湾新区 杭州湾新区 ,3室2厅1厨2卫,高楼层 (共31层),107.21㎡,平层,85.73㎡,暂无数据,南 北,未知结构,精装,一梯两户,暂无数据,2023-06-25,商品房,2021-06-17,普通住宅,暂无数据,共有,无抵押,已上传房本照片,20230627330282010004,None,None,None,None
209万,22481元/平米,蔚蓝城市花园,镇海区 庄市 ,3室2厅1厨1卫,低楼层 (共19层),92.97㎡,平层,暂无数据,暂无数据,南,钢混结构,精装,一梯四户,暂无数据,2023-03-01,商品房,2021-08-30,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,202308303302110019,None,None,None,None
128万,12184元/平米,万科未来水岸,奉化区 奉化区 ,3室2厅1厨2卫,中楼层 (共20层),105.06㎡,平层,暂无数据,平房,南,钢混结构,精装,一梯三户,暂无数据,2023-03-31,商品房,2021-02-09,普通住宅,满两年,非共有,无抵押,已上传房本照片,202211013302830005,None,None,None,None
358万,28874元/平米,鸣柳苑,鄞州区 邱隘 ,4室2厅1厨2卫,高楼层 (共18层),123.99㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,一梯两户,暂无数据,2023-03-09,商品房,2021-04-30,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,202305103302120076,None,None,None,None
85万,7673元/平米,绿地海湾丽海苑,杭州湾新区 杭州湾新区 ,3室1厅1厨2卫,低楼层 (共28层),110.78㎡,平层,85.24㎡,暂无数据,南,未知结构,精装,两梯四户,有,2022-04-13,商品房,2021-03-08,普通住宅,暂无数据,非共有,有抵押 农业银行,已上传房本照片,20230309330282010031,None,None,None,None
305万,25929元/平米,印悦里,海曙区 高桥 ,4室2厅1厨2卫,中楼层 (共24层),117.63㎡,平层,暂无数据,板楼,南,钢混结构,精装,一梯两户,有,2022-11-26,商品房,2021-02-26,普通住宅,暂无数据,非共有,有抵押 50万元 宁波银行 业主自还,已上传房本照片,202301303302030041,None,None,None,None
320万,20913元/平米,桑菊家园,鄞州区 中河 ,4室2厅1厨2卫,高楼层 (共6层),153.02㎡,复式,138.65㎡,板塔结合,南,混合结构,精装,一梯两户,无,2023-05-25,商品房,2020-05-07,普通住宅,暂无数据,共有,有抵押 200万元,已上传房本照片,202305253302120090,None,None,None,None
336万,25608元/平米,华光城,鄞州区 福明 ,4室2厅1厨2卫,中楼层 (共7层),131.21㎡,平层,121.6㎡,板楼,南,钢混结构,精装,一梯两户,无,2023-07-03,商品房,2014-01-03,普通住宅,暂无数据,共有,无抵押,已上传房本照片,20230703330212055,None,None,None,None
114万,10962元/平米,未来风景里,奉化区 奉化区 ,3室2厅1厨2卫,低楼层 (共10层),104㎡,平层,暂无数据,板楼,南,框架结构,毛坯,两梯两户,有,2023-07-31,商品房,2021-07-07,普通住宅,满两年,非共有,无抵押,已上传房本照片,202310083302830009,None,None,None,None
268万,30640元/平米,学府一号,鄞州区 南部商务区 ,3室1厅1厨2卫,中楼层 (共33层),87.47㎡,平层,暂无数据,塔楼,西南,钢混结构,精装,三梯六户,有,2023-03-10,商品房,2015-07-06,普通住宅,满五年,非共有,无抵押,已上传房本照片,202207163302120051,None,None,None,None
112万,12378元/平米,明城港湾,海曙区 集士港 ,3室2厅1厨1卫,低楼层 (共6层),90.49㎡,平层,暂无数据,板楼,南,钢混结构,简装,一梯两户,暂无数据,2021-11-17,商品房,2019-02-05,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,202107103302030003,None,None,None,None
72万,8090元/平米,绿地海湾逸海苑,杭州湾新区 杭州湾新区 ,3室2厅1厨1卫,高楼层 (共20层),89㎡,平层,67.6㎡,暂无数据,南,钢混结构,精装,两梯四户,有,2023-08-18,商品房,2021-08-09,普通住宅,满两年,非共有,无抵押,已上传房本照片,555888555,None,None,None,None
200万,22394元/平米,银亿上上城,鄞州区 潘火 ,3室1厅1厨1卫,中楼层 (共11层),89.31㎡,平层,70.66㎡,板塔结合,南,钢混结构,精装,一梯两户,无,2023-02-23,商品房,2018-05-29,普通住宅,满五年,非共有,有抵押 30万元,已上传房本照片,202302243302120107,None,None,None,None
69万,8101元/平米,听海苑,杭州湾新区 杭州湾新区 ,3室2厅1厨1卫,高楼层 (共16层),85.18㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,2023-04-05,商品房,2020-05-20,普通住宅,满两年,非共有,无抵押,已上传房本照片,20230406330282010003,None,None,None,None
220万,18291元/平米,万科·未来里,北仑区 小港 ,4室2厅1厨2卫,高楼层 (共27层),120.28㎡,平层,暂无数据,暂无数据,南,未知结构,精装,一梯两户,暂无数据,2023-09-04,商品房,2021-07-02,普通住宅,满两年,共有,有抵押 100万元,已上传房本照片,202307023302060020,None,None,None,None
152万,13707元/平米,花屿湖郡北区,江北区 慈城 ,3室2厅1厨2卫,中楼层 (共18层),110.9㎡,平层,暂无数据,板塔结合,南,砖混结构,毛坯,一梯四户,暂无数据,2023-08-17,商品房,2021-08-17,普通住宅,暂无数据,共有,有抵押 86万元,已上传房本照片,202308183302050022,None,None,None,None
795万,58802元/平米,新明洲,鄞州区 东部新城 ,4室2厅1厨2卫,高楼层 (共10层),135.2㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯两户,有,2023-08-30,商品房,2019-07-20,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,202308303302120028,None,None,None,None
216万,18035元/平米,鼎豪名苑,鄞州区 云龙 ,3室2厅1厨2卫,高楼层 (共15层),119.77㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯两户,有,2023-09-07,商品房,2020-10-06,普通住宅,暂无数据,非共有,有抵押 30万元,已上传房本照片,202310063302120010,None,None,None,None
198万,22513元/平米,银亿朗境府,海曙区 高桥 ,3室2厅1厨1卫,低楼层 (共34层),87.95㎡,平层,暂无数据,塔楼,南,框架结构,精装,一梯两户,有,2023-03-12,商品房,2020-08-14,普通住宅,满两年,非共有,无抵押,已上传房本照片,202303173302030023,None,None,None,None
95万,7431元/平米,御海苑,杭州湾新区 杭州湾新区 ,3室2厅1厨2卫,低楼层 (共32层),127.85㎡,平层,暂无数据,板塔结合,南,框架结构,毛坯,两梯四户,有,2023-08-10,商品房,2019-08-10,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,20230810330282010005,None,None,None,None
80万,7391元/平米,江岚苑,杭州湾新区 杭州湾新区 ,3室2厅1厨2卫,低楼层 (共33层),108.24㎡,平层,暂无数据,板楼,南,钢混结构,简装,两梯四户,有,2023-04-01,商品房,2018-01-10,普通住宅,暂无数据,共有,无抵押,已上传房本照片,20230405330282010011,None,None,None,None
276万,21402元/平米,万科未来之光,北仑区 小港 ,4室2厅1厨2卫,中楼层 (共18层),128.96㎡,平层,暂无数据,板楼,南,钢混结构,精装,一梯两户,暂无数据,2023-07-04,商品房,2021-01-22,普通住宅,暂无数据,共有,有抵押,已上传房本照片,202307103302060012,None,None,None,None
285万,25258元/平米,新天地,鄞州区 福明 ,3室2厅1厨2卫,中楼层 (共6层),112.84㎡,平层,100.55㎡,板楼,南,钢混结构,精装,一梯两户,无,2021-06-13,商品房,2016-06-15,普通住宅,满五年,非共有,无抵押,已上传房本照片,201912103302120018,None,None,None,None
78万,8530元/平米,东香茗园,北仑区 白峰 ,2室2厅1厨1卫,中楼层 (共6层),91.45㎡,平层,暂无数据,板楼,南,砖混结构,精装,一梯两户,无,2023-08-12,商品房,2017-11-12,普通住宅,暂无数据,非共有,有抵押 50万元,已上传房本照片,202307033302060021,None,None,None,None
375万,29041元/平米,望庐花苑,海曙区 高桥 ,4室2厅1厨2卫,中楼层 (共8层),129.13㎡,平层,111.37㎡,板塔结合,南,未知结构,精装,一梯两户,有,2023-09-11,商品房,2019-11-23,普通住宅,满两年,非共有,有抵押 50万元,已上传房本照片,202309113302030008,None,None,None,None
165万,14683元/平米,荻江郦庭,鄞州区 云龙 ,4室2厅1厨2卫,高楼层 (共18层),112.38㎡,平层,暂无数据,暂无数据,南,未知结构,毛坯,一梯两户,暂无数据,2022-10-12,拆迁安置房,2019-02-07,普通住宅,满两年,非共有,无抵押,已上传房本照片,202302113302120021,None,None,None,None
175万,16490元/平米,蒲家兰庭,海曙区 高桥 ,3室2厅1厨1卫,中楼层 (共10层),106.13㎡,平层,暂无数据,板楼,南 北,钢混结构,毛坯,一梯两户,有,2022-07-25,商品房,2020-07-01,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,202108053302030016,None,None,None,None
178万,15376元/平米,芦湾家园,北仑区 柴桥 ,3室2厅1厨2卫,高楼层 (共11层),115.77㎡,平层,暂无数据,板塔结合,南 北,钢混结构,毛坯,一梯两户,有,2021-10-11,商品房,2016-10-13,普通住宅,暂无数据,共有,无抵押,已上传房本照片,202110083302060036,None,None,None,None
299万,27047元/平米,海曙金茂悦,海曙区 高桥 ,3室2厅1厨2卫,低楼层 (共27层),110.55㎡,平层,暂无数据,板塔结合,南,钢混结构,毛坯,一梯两户,有,2023-02-09,商品房,2019-03-21,普通住宅,满两年,非共有,有抵押 115万元 客户偿还,已上传房本照片,202302143302030037,None,None,None,None
178万,19922元/平米,万科未来之光,北仑区 小港 ,3室2厅1厨1卫,高楼层 (共34层),89.35㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,暂无数据,2023-05-09,商品房,2021-05-07,普通住宅,暂无数据,共有,无抵押,已上传房本照片,202305093302060101,None,None,None,None
80万,7861元/平米,聚江苑,杭州湾新区 杭州湾新区 ,3室2厅1厨1卫,低楼层 (共33层),101.77㎡,平层,暂无数据,板楼,南,钢混结构,简装,两梯四户,有,2023-09-11,商品房,2019-08-21,普通住宅,暂无数据,非共有,有抵押 40万元 工商 业主自还,已上传房本照片,20230914330282010001,None,None,None,None
315万,25453元/平米,绿地观堂花苑,海曙区 高桥 ,3室2厅1厨2卫,高楼层 (共20层),123.76㎡,平层,暂无数据,板楼,南,框架结构,精装,两梯四户,有,2022-09-25,商品房,2020-10-22,普通住宅,暂无数据,非共有,有抵押 100万元,已上传房本照片,202210223302030018,None,None,None,None
195万,16397元/平米,学府茗苑,北仑区 大碶 ,3室2厅1厨2卫,中楼层 (共6层),118.93㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,一梯两户,无,2023-09-10,商品房,2008-09-12,普通住宅,满五年,非共有,无抵押,已上传房本照片,202309123302060016,None,None,None,None
148万,13702元/平米,浃江小区山清轩,北仑区 小港 ,3室2厅1厨1卫,中楼层 (共28层),108.02㎡,平层,84.51㎡,板塔结合,南,钢混结构,精装,两梯四户,有,2023-02-12,商品房,2015-05-25,普通住宅,满五年,非共有,无抵押,已上传房本照片,202302123302060048,None,None,None,None
215万,20473元/平米,恒威君尚城,海曙区 高桥 ,3室1厅1厨1卫,高楼层 (共11层),105.02㎡,平层,87.97㎡,板楼,南,钢混结构,精装,一梯两户,有,2022-10-22,商品房,2021-03-05,普通住宅,满两年,非共有,无抵押,已上传房本照片,202303113302030014,None,None,None,None
61万,6927元/平米,听海苑,杭州湾新区 杭州湾新区 ,3室1厅1厨1卫,低楼层 (共27层),88.07㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,2023-05-05,商品房,2020-02-04,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,20200811330282010016,None,None,None,None
179万,33717元/平米,春江花城,鄞州区 中河 ,2室2厅1厨1卫,低楼层 (共21层),53.09㎡,复式,53.09㎡,板楼,西北,钢混结构,精装,四梯十六户,有,2023-09-09,商品房,2009-07-16,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,202206243302120041,None,None,None,None
295万,32447元/平米,新外滩1号,鄞州区 长丰 ,3室2厅1厨1卫,高楼层 (共18层),90.92㎡,平层,暂无数据,塔楼,南,钢混结构,精装,两梯四户,有,2023-03-10,商品房,2016-03-11,普通住宅,满五年,非共有,无抵押,已上传房本照片,202011053302120121,None,None,None,None
83.8万,8624元/平米,星澜府,余姚市 余姚周边 ,3室2厅1厨2卫,高楼层 (共11层),97.18㎡,平层,暂无数据,暂无数据,南,未知结构,简装,一梯两户,暂无数据,2023-03-17,商品房,2020-08-19,普通住宅,暂无数据,非共有,有抵押,已上传房本照片,202302033302810012,None,None,None,None
259万,22022元/平米,宁波华侨城,鄞州区 东柳 ,3室2厅1厨1卫,低楼层 (共6层),117.61㎡,平层,暂无数据,板楼,南,砖混结构,简装,一梯两户,无,2021-07-18,商品房,2014-07-18,普通住宅,满五年,非共有,无抵押,已上传房本照片,201810083302120139,None,None,None,None
102万,9567元/平米,观澜苑,杭州湾新区 杭州湾新区 ,3室1厅1厨1卫,高楼层 (共33层),106.62㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,2023-09-19,商品房,2021-03-10,普通住宅,满两年,非共有,有抵押 60万元 上海银行 客户偿还,已上传房本照片,45456123,None,None,None,None
240万,23018元/平米,富力悦士廷,镇海区 庄市 ,3室1厅1厨2卫,中楼层 (共27层),104.27㎡,平层,暂无数据,板楼,南,钢混结构,精装,一梯四户,暂无数据,2023-09-17,商品房,2021-07-18,普通住宅,满两年,非共有,无抵押,已上传房本照片,20239183302050016001A,None,None,None,None
85万,10358元/平米,环球城公寓,鄞州区 首南 ,2室1厅1厨1卫,中楼层 (共33层),82.07㎡,平层,暂无数据,板塔结合,南,钢混结构,简装,两梯五户,有,2023-07-10,商品房,2015-07-10,商住两用,满五年,非共有,无抵押,已上传房本照片,20230709330212001181001A,商水,民电,2.95元/m3,None
319万,25547元/平米,中海国际社区五期,鄞州区 下应 ,3室2厅1厨2卫,低楼层 (共33层),124.87㎡,平层,98.41㎡,板楼,南,钢混结构,精装,两梯四户,有,2023-07-02,商品房,2017-08-01,普通住宅,满五年,非共有,有抵押 20万元,已上传房本照片,202307113302120067,None,None,None,None
520万,40641元/平米,中交雅郡,鄞州区 长丰 ,3室2厅1厨2卫,中楼层 (共16层),127.95㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯两户,有,2023-03-19,商品房,2021-06-28,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,202306293302120014,None,None,None,None
560万,49097元/平米,保利印江南二期,鄞州区 东部新城 ,3室2厅1厨1卫,高楼层 (共14层),114.06㎡,平层,86.58㎡,板塔结合,南,钢混结构,精装,两梯两户,有,2023-04-04,商品房,2019-08-07,普通住宅,暂无数据,非共有,有抵押 400万元 公司 业主自还,已上传房本照片,202304053302120113,None,None,None,None
